reservation_locator_hash,activity_id,quantity,activity_projection_version,state,decision_code,projection_version,order_locator_hash,order_count,canonical_order_locator_hash,create_movement_count,cancel_movement_count,movement_linkage_mismatches
6c7eb320f024ded39336f5e9e5f2fb8b364dcbe3a681f65970e2ffb3de7167dc,cb152-measured-38529,1,1,CANCELLED,ADMITTED,4,102d595bc6940c08168cf4a21ca51067d850e33abc4a39110fddd1db2d7669bb,1,102d595bc6940c08168cf4a21ca51067d850e33abc4a39110fddd1db2d7669bb,1,1,0
