citybuddy_commit=9157b91cf67f41e910b04c2a4e6fd75e204acdd4
sut_commit=9157b91cf67f41e910b04c2a4e6fd75e204acdd4
benchmark_harness_commit=9157b91cf67f41e910b04c2a4e6fd75e204acdd4
correlation_boundary=obo-bcrypt-after-ext-20260903-prepare-
path=prepare
expected_tool_profile=all
evidence_role=workload_contract_only_not_performance_or_business_grader
rate_per_second	boundary_turns	completed_turns	failed_turns	processing_turns	matching_profile_turns	empty_history_turns	unexpected_routing_events	nonempty_context_events	routing_events	context_events	actual_tool_profiles	loaded_turn_counts	included_turn_counts
40	1200	1193	7	0	1193	1193	0	0	1193	1193	all	0	0
60	1800	1800	0	0	1800	1800	0	0	1800	1800	all	0	0
80	2401	2401	0	0	2401	2401	0	0	2401	2401	all	0	0
