citybuddy_commit=cdbe1cbd40d6463270aa5652151f8330bc38773f
sut_commit=cdbe1cbd40d6463270aa5652151f8330bc38773f
benchmark_harness_commit=cdbe1cbd40d6463270aa5652151f8330bc38773f
correlation_boundary=worker_http_layout_cdbe1cb_20260831T185801Z_baseline_p4_prepare-prepare-
path=prepare
expected_tool_profile=all
evidence_role=workload_contract_only_not_performance_or_business_grader
rate_per_second	boundary_turns	completed_turns	failed_turns	processing_turns	matching_profile_turns	empty_history_turns	unexpected_routing_events	nonempty_context_events	routing_events	context_events	actual_tool_profiles	loaded_turn_counts	included_turn_counts
5	150	150	0	0	150	150	0	0	150	150	all	0	0
10	301	301	0	0	301	301	0	0	301	301	all	0	0
15	450	450	0	0	450	450	0	0	450	450	all	0	0
20	601	601	0	0	601	601	0	0	601	601	all	0	0
30	800	793	7	0	793	793	0	0	793	793	all	0	0
